Mes,Name,TrProceso,TrAprobadas,TrAtrasadas,TrRechazadas,TrEnviadas,TrCanceladas,MntProceso,MntAprobadas,MntAtrasadas,MntRechazadas,MntEnviadas,MntCanceladas
2011-05,Australia,0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,3756.989,0.0
2011-05,Canada,0,0,0,0,8.0,0,0.0,0.0,0.0,0.0,133887.7647,0.0
2011-05,Central,0,0,0,0,4.0,0,0.0,0.0,0.0,0.0,21664.310699999998,0.0
2011-05,France,0,0,0,0,1.0,0,0.0,0.0,0.0,0.0,3756.989,0.0
2011-05,Northeast,0,0,0,0,4.0,0,0.0,0.0,0.0,0.0,24319.788099999998,0.0
2011-05,Northwest,0,0,0,0,7.0,0,0.0,0.0,0.0,0.0,109490.7017,0.0
2011-05,Southeast,0,0,0,0,10.0,0,0.0,0.0,0.0,0.0,156696.7946,0.0
2011-05,Southwest,0,0,0,0,8.0,0,0.0,0.0,0.0,0.0,113447.612,0.0
2011-06,Australia,0,0,0,0,61.0,0,0.0,0.0,0.0,0.0,227909.4738,0.0
2011-06,Canada,0,0,0,0,5.0,1,0.0,0.0,0.0,0.0,19545.317600000002,772.5036
2011-06,France,0,0,0,0,12.0,0,0.0,0.0,0.0,0.0,40635.642400000004,0.0
2011-06,Germany,0,0,0,0,10.0,0,0.0,0.0,0.0,0.0,39342.884600000005,0.0
2011-06,Northwest,0,0,0,0,18.0,0,0.0,0.0,0.0,0.0,60981.0886,0.0
2011-06,Southwest,0,0,0,0,21.0,0,0.0,0.0,0.0,0.0,76473.7874,0.0
2011-06,United Kingdom,0,0,0,0,13.0,0,0.0,0.0,0.0,0.0,41435.771,0.0
2011-07,Australia,0,0,0,0,68.0,0,0.0,0.0,0.0,0.0,245904.8132,0.0
2011-07,Canada,0,0,0,0,30.0,0,0.0,0.0,0.0,0.0,388940.2996,0.0
2011-07,Central,0,0,0,0,8.0,0,0.0,0.0,0.0,0.0,284715.0216,0.0
2011-07,France,0,0,0,0,6.0,0,0.0,0.0,0.0,0.0,20120.8218,0.0
2011-07,Germany,0,0,0,0,13.0,0,0.0,0.0,0.0,0.0,45038.8796,0.0
2011-07,Northeast,0,0,0,0,8.0,0,0.0,0.0,0.0,0.0,80580.1708,0.0
2011-07,Northwest,0,0,0,0,27.0,0,0.0,0.0,0.0,0.0,382000.8027,0.0
2011-07,Southeast,0,0,0,0,10.0,0,0.0,0.0,0.0,0.0,340236.60949999996,0.0
2011-07,Southwest,0,0,0,0,43.0,1,0.0,0.0,0.0,0.0,440849.2644,3756.989
2011-07,United Kingdom,0,0,0,0,17.0,0,0.0,0.0,0.0,0.0,60039.210600000006,0.0
2011-08,Australia,0,0,0,0,52.0,1,0.0,0.0,0.0,0.0,192065.83500000002,3953.9884
2011-08,Canada,0,0,0,0,24.0,0,0.0,0.0,0.0,0.0,515950.1135,0.0
2011-08,Central,0,0,0,0,13.0,0,0.0,0.0,0.0,0.0,149450.9539,0.0
2011-08,France,0,0,0,0,12.0,0,0.0,0.0,0.0,0.0,40860.266800000005,0.0
2011-08,Germany,0,0,0,0,7.0,0,0.0,0.0,0.0,0.0,24496.434,0.0
2011-08,Northeast,0,0,0,0,12.0,0,0.0,0.0,0.0,0.0,213412.41700000002,0.0
2011-08,Northwest,0,0,0,0,26.0,0,0.0,0.0,0.0,0.0,498284.263,0.0
2011-08,Southeast,0,0,0,0,19.0,0,0.0,0.0,0.0,0.0,347672.83900000004,0.0
2011-08,Southwest,0,0,0,0,62.0,0,0.0,0.0,0.0,0.0,740982.8787,0.0
2011-08,United Kingdom,0,0,0,0,22.0,0,0.0,0.0,0.0,0.0,73446.183,0.0
2011-09,Australia,0,0,0,0,63.0,1,0.0,0.0,0.0,0.0,233171.714,3953.9884
2011-09,Canada,0,0,0,0,5.0,0,0.0,0.0,0.0,0.0,13182.348,0.0
2011-09,France,0,0,0,0,3.0,0,0.0,0.0,0.0,0.0,11861.9652,0.0
2011-09,Germany,0,0,0,0,13.0,0,0.0,0.0,0.0,0.0,44392.6314,0.0
2011-09,Northwest,0,0,0,0,19.0,0,0.0,0.0,0.0,0.0,65159.701400000005,0.0
2011-09,Southwest,0,0,0,0,36.0,0,0.0,0.0,0.0,0.0,125789.9102,0.0
2011-09,United Kingdom,0,0,0,0,17.0,0,0.0,0.0,0.0,0.0,57279.3496,0.0
2011-10,Australia,0,0,0,0,65.0,0,0.0,0.0,0.0,0.0,240488.6926,0.0
2011-10,Canada,0,0,0,0,43.0,0,0.0,0.0,0.0,0.0,754368.8119,0.0
2011-10,Central,0,0,0,0,20.0,0,0.0,0.0,0.0,0.0,615507.9521,0.0
2011-10,France,0,0,0,0,13.0,0,0.0,0.0,0.0,0.0,44617.2558,0.0
2011-10,Germany,0,0,0,0,14.0,0,0.0,0.0,0.0,0.0,47952.621,0.0
2011-10,Northeast,0,0,0,0,16.0,0,0.0,0.0,0.0,0.0,321959.3717,0.0
2011-10,Northwest,0,0,0,0,49.0,1,0.0,0.0,0.0,0.0,1109680.6478,772.5036
2011-10,Southeast,0,0,0,0,23.0,0,0.0,0.0,0.0,0.0,787533.0114,0.0
2011-10,Southwest,0,0,0,0,73.0,0,0.0,0.0,0.0,0.0,1203590.231,0.0
2011-10,United Kingdom,0,0,0,0,10.0,0,0.0,0.0,0.0,0.0,29798.430200000003,0.0
2011-11,Australia,0,0,0,0,82.0,0,0.0,0.0,0.0,0.0,295291.68,0.0
2011-11,Canada,0,0,0,0,11.0,0,0.0,0.0,0.0,0.0,40087.7632,0.0
2011-11,France,0,0,0,0,12.0,0,0.0,0.0,0.0,0.0,37678.782,0.0
2011-11,Germany,0,0,0,0,19.0,0,0.0,0.0,0.0,0.0,61528.9678,0.0
2011-11,Northwest,0,0,0,0,36.0,1,0.0,0.0,0.0,0.0,131758.881,3756.989
2011-11,Southwest,0,0,0,0,52.0,0,0.0,0.0,0.0,0.0,185001.3672,0.0
2011-11,United Kingdom,0,0,0,0,17.0,0,0.0,0.0,0.0,0.0,60208.585,0.0
2011-12,Australia,0,0,0,0,69.0,0,0.0,0.0,0.0,0.0,246535.5674,0.0
2011-12,Canada,0,0,0,0,22.0,0,0.0,0.0,0.0,0.0,240170.95070000002,0.0
2011-12,Central,0,0,0,0,5.0,0,0.0,0.0,0.0,0.0,55307.511399999996,0.0
2011-12,France,0,0,0,0,11.0,0,0.0,0.0,0.0,0.0,36736.904,0.0
2011-12,Germany,0,0,0,0,5.0,0,0.0,0.0,0.0,0.0,10028.4882,0.0
2011-12,Northeast,0,0,0,0,4.0,0,0.0,0.0,0.0,0.0,65400.4476,0.0
2011-12,Northwest,0,0,0,0,40.0,0,0.0,0.0,0.0,0.0,259058.2472,0.0
2011-12,Southeast,0,0,0,0,8.0,0,0.0,0.0,0.0,0.0,215605.3235,0.0
2011-12,Southwest,0,0,0,0,42.0,1,0.0,0.0,0.0,0.0,254048.5554,772.5036
2011-12,United Kingdom,0,0,0,0,21.0,0,0.0,0.0,0.0,0.0,78784.3996,0.0
2012-01,Australia,0,0,0,0,59.0,0,0.0,0.0,0.0,0.0,209974.67500000002,0.0
2012-01,Canada,0,0,0,0,77.0,0,0.0,0.0,0.0,0.0,871163.4814,0.0
2012-01,Central,0,0,0,0,15.0,0,0.0,0.0,0.0,0.0,469301.6672,0.0
2012-01,France,0,0,0,0,11.0,1,0.0,0.0,0.0,0.0,33500.169200000004,3953.9884
2012-01,Germany,0,0,0,0,16.0,0,0.0,0.0,0.0,0.0,56676.220400000006,0.0
2012-01,Northeast,0,0,0,0,16.0,0,0.0,0.0,0.0,0.0,258034.64979999998,0.0
2012-01,Northwest,0,0,0,0,43.0,0,0.0,0.0,0.0,0.0,882585.5744,0.0
2012-01,Southeast,0,0,0,0,23.0,0,0.0,0.0,0.0,0.0,539891.587,0.0
2012-01,Southwest,0,0,0,0,58.0,0,0.0,0.0,0.0,0.0,1076397.7057999999,0.0
2012-01,United Kingdom,0,0,0,0,17.0,0,0.0,0.0,0.0,0.0,56857.7258,0.0
2012-02,Australia,0,0,0,0,64.0,0,0.0,0.0,0.0,0.0,233156.22,0.0
2012-02,Canada,0,0,0,0,15.0,1,0.0,0.0,0.0,0.0,288296.151,3953.9884
2012-02,Central,0,0,0,0,5.0,0,0.0,0.0,0.0,0.0,108503.328,0.0
2012-02,France,0,0,0,0,15.0,0,0.0,0.0,0.0,0.0,42531.5294,0.0
2012-02,Germany,0,0,0,0,18.0,0,0.0,0.0,0.0,0.0,67541.0576,0.0
2012-02,Northeast,0,0,0,0,4.0,0,0.0,0.0,0.0,0.0,72290.7532,0.0
2012-02,Northwest,0,0,0,0,24.0,0,0.0,0.0,0.0,0.0,202967.399,0.0
2012-02,Southeast,0,0,0,0,8.0,0,0.0,0.0,0.0,0.0,277432.2305,0.0
2012-02,Southwest,0,0,0,0,56.0,0,0.0,0.0,0.0,0.0,317214.9712,0.0
2012-02,United Kingdom,0,0,0,0,9.0,0,0.0,0.0,0.0,0.0,35164.2718,0.0
2012-03,Australia,0,0,0,0,70.0,0,0.0,0.0,0.0,0.0,255926.4028,0.0
2012-03,Canada,0,0,0,0,41.0,2,0.0,0.0,0.0,0.0,453900.6586,58122.7291
2012-03,Central,0,0,0,0,7.0,3,0.0,0.0,0.0,0.0,231300.77240000002,147650.9308
2012-03,France,0,0,0,0,13.0,0,0.0,0.0,0.0,0.0,45038.8796,0.0
2012-03,Germany,0,0,0,0,20.0,0,0.0,0.0,0.0,0.0,55572.128000000004,0.0
2012-03,Northeast,0,0,0,0,8.0,1,0.0,0.0,0.0,0.0,124766.6103,34356.815
2012-03,Northwest,0,0,0,0,42.0,0,0.0,0.0,0.0,0.0,597747.7171,0.0
2012-03,Southeast,0,0,0,0,10.0,1,0.0,0.0,0.0,0.0,315824.8365,106261.913
2012-03,Southwest,0,0,0,0,73.0,3,0.0,0.0,0.0,0.0,798817.7027,71968.7405
2012-03,United Kingdom,0,0,0,0,10.0,0,0.0,0.0,0.0,0.0,39090.635200000004,0.0
2012-04,Australia,0,0,0,0,62.0,0,0.0,0.0,0.0,0.0,218605.3992,0.0
2012-04,Canada,0,0,0,0,23.0,0,0.0,0.0,0.0,0.0,256883.8371,0.0
2012-04,Central,0,0,0,0,8.0,0,0.0,0.0,0.0,0.0,198424.96779999998,0.0
2012-04,France,0,0,0,0,18.0,0,0.0,0.0,0.0,0.0,61178.088,0.0
2012-04,Germany,0,0,0,0,17.0,0,0.0,0.0,0.0,0.0,53873.2404,0.0
2012-04,Northeast,0,0,0,0,7.0,0,0.0,0.0,0.0,0.0,138182.6675,0.0
2012-04,Northwest,0,0,0,0,35.0,0,0.0,0.0,0.0,0.0,266152.7055,0.0
2012-04,Southeast,0,0,0,0,13.0,0,0.0,0.0,0.0,0.0,137043.1447,0.0
2012-04,Southwest,0,0,0,0,76.0,0,0.0,0.0,0.0,0.0,508824.1631,0.0
2012-04,United Kingdom,0,0,0,0,10.0,0,0.0,0.0,0.0,0.0,32755.2906,0.0
2012-05,Australia,0,0,0,0,70.0,0,0.0,0.0,0.0,0.0,236947.6869,0.0
2012-05,Canada,0,0,0,0,29.0,1,0.0,0.0,0.0,0.0,621346.0603,170512.6689
2012-05,Central,0,0,0,0,7.0,1,0.0,0.0,0.0,0.0,306595.8139,34.0951
2012-05,France,0,0,0,0,17.0,1,0.0,0.0,0.0,0.0,103320.9565,41884.8691
2012-05,Germany,0,0,0,0,21.0,1,0.0,0.0,0.0,0.0,65193.0282,1105.4834
2012-05,Northeast,0,0,0,0,6.0,1,0.0,0.0,0.0,0.0,260730.3837,99952.438
2012-05,Northwest,0,0,0,0,46.0,1,0.0,0.0,0.0,0.0,472696.1953,1284.1907
2012-05,Southeast,0,0,0,0,13.0,1,0.0,0.0,0.0,0.0,207777.57690000001,203.4557
2012-05,Southwest,0,0,0,0,60.0,1,0.0,0.0,0.0,0.0,727678.4649,64.242
2012-05,United Kingdom,0,0,0,0,16.0,0,0.0,0.0,0.0,0.0,135596.8442,0.0
2012-06,Australia,0,0,0,0,63.0,1,0.0,0.0,0.0,0.0,137633.501,2410.6266
2012-06,Canada,0,0,0,0,54.0,0,0.0,0.0,0.0,0.0,801847.9937,0.0
2012-06,Central,0,0,0,0,15.0,0,0.0,0.0,0.0,0.0,356299.3931,0.0
2012-06,France,0,0,0,0,29.0,0,0.0,0.0,0.0,0.0,343568.0111,0.0
2012-06,Germany,0,0,0,0,20.0,0,0.0,0.0,0.0,0.0,41468.3453,0.0
2012-06,Northeast,0,0,0,0,15.0,0,0.0,0.0,0.0,0.0,474686.8313,0.0
2012-06,Northwest,0,0,0,0,61.0,0,0.0,0.0,0.0,0.0,718042.866,0.0
2012-06,Southeast,0,0,0,0,20.0,0,0.0,0.0,0.0,0.0,360740.8495,0.0
2012-06,Southwest,0,0,0,0,80.0,0,0.0,0.0,0.0,0.0,1121872.1556,0.0
2012-06,United Kingdom,0,0,0,0,32.0,0,0.0,0.0,0.0,0.0,252076.6421,0.0
2012-07,Australia,0,0,0,0,73.0,1,0.0,0.0,0.0,0.0,158670.4505,2264.2536
2012-07,Canada,0,0,0,0,53.0,0,0.0,0.0,0.0,0.0,707352.5028,0.0
2012-07,Central,0,0,0,0,13.0,0,0.0,0.0,0.0,0.0,277345.6309,0.0
2012-07,France,0,0,0,0,26.0,0,0.0,0.0,0.0,0.0,231318.9239,0.0
2012-07,Germany,0,0,0,0,18.0,0,0.0,0.0,0.0,0.0,34252.42,0.0
2012-07,Northeast,0,0,0,0,8.0,0,0.0,0.0,0.0,0.0,272889.458,0.0
2012-07,Northwest,0,0,0,0,53.0,0,0.0,0.0,0.0,0.0,271034.3194,0.0
2012-07,Southeast,0,0,0,0,10.0,0,0.0,0.0,0.0,0.0,313524.3245,0.0
2012-07,Southwest,0,0,0,0,88.0,0,0.0,0.0,0.0,0.0,1265968.341,0.0
2012-07,United Kingdom,0,0,0,0,42.0,0,0.0,0.0,0.0,0.0,305610.8344,0.0
2012-08,Australia,0,0,0,0,68.0,1,0.0,0.0,0.0,0.0,143078.891,2264.2536
2012-08,Canada,0,0,0,0,20.0,2,0.0,0.0,0.0,0.0,398634.0894,68284.1569
2012-08,Central,0,0,0,0,7.0,1,0.0,0.0,0.0,0.0,175029.2336,55147.3945
2012-08,France,0,0,0,0,31.0,0,0.0,0.0,0.0,0.0,115288.92700000001,0.0
2012-08,Germany,0,0,0,0,19.0,0,0.0,0.0,0.0,0.0,42222.2248,0.0
2012-08,Northeast,0,0,0,0,7.0,1,0.0,0.0,0.0,0.0,285553.8624,33508.6828
2012-08,Northwest,0,0,0,0,35.0,1,0.0,0.0,0.0,0.0,234123.5051,84508.0939
2012-08,Southeast,0,0,0,0,12.0,1,0.0,0.0,0.0,0.0,132507.981,32162.6078
2012-08,Southwest,0,0,0,0,43.0,1,0.0,0.0,0.0,0.0,475129.7272,33206.0223
2012-08,United Kingdom,0,0,0,0,35.0,0,0.0,0.0,0.0,0.0,131801.52980000002,0.0
2012-09,Australia,0,0,0,0,92.0,0,0.0,0.0,0.0,0.0,196248.66770000002,0.0
2012-09,Canada,0,0,0,0,44.0,0,0.0,0.0,0.0,0.0,602157.8386,0.0
2012-09,Central,0,0,0,0,13.0,0,0.0,0.0,0.0,0.0,319422.47490000003,0.0
2012-09,France,0,0,0,0,31.0,0,0.0,0.0,0.0,0.0,262701.4644,0.0
2012-09,Germany,0,0,0,0,18.0,1,0.0,0.0,0.0,0.0,32714.5534,2699.9018
2012-09,Northeast,0,0,0,0,14.0,0,0.0,0.0,0.0,0.0,432675.0012,0.0
2012-09,Northwest,0,0,0,0,37.0,0,0.0,0.0,0.0,0.0,612463.2578,0.0
2012-09,Southeast,0,0,0,0,17.0,0,0.0,0.0,0.0,0.0,281003.6741,0.0
2012-09,Southwest,0,0,0,0,50.0,0,0.0,0.0,0.0,0.0,926635.1822,0.0
2012-09,United Kingdom,0,0,0,0,35.0,0,0.0,0.0,0.0,0.0,213002.1699,0.0
2012-10,Australia,0,0,0,0,62.0,0,0.0,0.0,0.0,0.0,122565.22690000001,0.0
2012-10,Canada,0,0,0,0,32.0,2,0.0,0.0,0.0,0.0,410618.6322,150621.81100000002
2012-10,Central,0,0,0,0,14.0,0,0.0,0.0,0.0,0.0,259583.7205,0.0
2012-10,France,0,0,0,0,22.0,0,0.0,0.0,0.0,0.0,128921.0928,0.0
2012-10,Germany,0,0,0,0,28.0,0,0.0,0.0,0.0,0.0,58017.374800000005,0.0
2012-10,Northeast,0,0,0,0,7.0,1,0.0,0.0,0.0,0.0,88871.8153,113231.0188
2012-10,Northwest,0,0,0,0,42.0,1,0.0,0.0,0.0,0.0,198886.3611,1902.3692
2012-10,Southeast,0,0,0,0,9.0,0,0.0,0.0,0.0,0.0,259212.5879,0.0
2012-10,Southwest,0,0,0,0,58.0,8,0.0,0.0,0.0,0.0,740516.1747,80447.2516
2012-10,United Kingdom,0,0,0,0,34.0,1,0.0,0.0,0.0,0.0,186789.9678,57874.7924
2012-11,Australia,0,0,0,0,105.0,1,0.0,0.0,0.0,0.0,216902.91830000002,1105.4834
2012-11,Canada,0,0,0,0,26.0,0,0.0,0.0,0.0,0.0,319819.9578,0.0
2012-11,Central,0,0,0,0,7.0,0,0.0,0.0,0.0,0.0,166677.7919,0.0
2012-11,France,0,0,0,0,47.0,0,0.0,0.0,0.0,0.0,126524.77560000001,0.0
2012-11,Germany,0,0,0,0,32.0,0,0.0,0.0,0.0,0.0,57006.2577,0.0
2012-11,Northeast,0,0,0,0,8.0,0,0.0,0.0,0.0,0.0,269839.3504,0.0
2012-11,Northwest,0,0,0,0,42.0,0,0.0,0.0,0.0,0.0,277598.4823,0.0
2012-11,Southeast,0,0,0,0,11.0,0,0.0,0.0,0.0,0.0,140842.1916,0.0
2012-11,Southwest,0,0,0,0,62.0,0,0.0,0.0,0.0,0.0,402460.5763,0.0
2012-11,United Kingdom,0,0,0,0,42.0,0,0.0,0.0,0.0,0.0,118375.34389999999,0.0
2012-12,Australia,0,0,0,0,100.0,0,0.0,0.0,0.0,0.0,210130.8046,0.0
2012-12,Canada,0,0,0,0,38.0,0,0.0,0.0,0.0,0.0,416454.4645,0.0
2012-12,Central,0,0,0,0,14.0,0,0.0,0.0,0.0,0.0,263550.7642,0.0
2012-12,France,0,0,0,0,28.0,0,0.0,0.0,0.0,0.0,203755.97879999998,0.0
2012-12,Germany,0,0,0,0,20.0,0,0.0,0.0,0.0,0.0,39485.9395,0.0
2012-12,Northeast,0,0,0,0,13.0,0,0.0,0.0,0.0,0.0,312669.4615,0.0
