Mes,Name,TrProceso,TrAprobadas,TrAtrasadas,TrRechazadas,TrEnviadas,TrCanceladas,MntProceso,MntAprobadas,MntAtrasadas,MntRechazadas,MntEnviadas,MntCanceladas
2012-12,Northwest,0,0,0,0,47.0,0,0.0,0.0,0.0,0.0,503820.0194,0.0
2012-12,Southeast,0,0,0,0,18.0,0,0.0,0.0,0.0,0.0,240254.6478,0.0
2012-12,Southwest,0,0,0,0,59.0,1,0.0,0.0,0.0,0.0,779688.6678,2264.2536
2012-12,United Kingdom,0,0,0,0,40.0,0,0.0,0.0,0.0,0.0,204773.167,0.0
2013-01,Australia,0,0,0,0,118.0,0,0.0,0.0,0.0,0.0,245877.6662,0.0
2013-01,Canada,0,0,0,0,32.0,0,0.0,0.0,0.0,0.0,469186.4587,0.0
2013-01,Central,0,0,0,0,14.0,0,0.0,0.0,0.0,0.0,202261.24120000002,0.0
2013-01,France,0,0,0,0,35.0,0,0.0,0.0,0.0,0.0,121103.7535,0.0
2013-01,Germany,0,0,0,0,35.0,0,0.0,0.0,0.0,0.0,76864.5552,0.0
2013-01,Northeast,0,0,0,0,9.0,0,0.0,0.0,0.0,0.0,171608.4392,0.0
2013-01,Northwest,0,0,0,0,35.0,0,0.0,0.0,0.0,0.0,132466.2661,0.0
2013-01,Southeast,0,0,0,0,10.0,0,0.0,0.0,0.0,0.0,157417.6261,0.0
2013-01,Southwest,0,0,0,0,68.0,0,0.0,0.0,0.0,0.0,556150.6565,0.0
2013-01,United Kingdom,0,0,0,0,44.0,0,0.0,0.0,0.0,0.0,207124.88940000001,0.0
2013-02,Australia,0,0,0,0,94.0,0,0.0,0.0,0.0,0.0,196345.3108,0.0
2013-02,Canada,0,0,0,0,24.0,0,0.0,0.0,0.0,0.0,519516.2921,0.0
2013-02,Central,0,0,0,0,8.0,0,0.0,0.0,0.0,0.0,218487.6571,0.0
2013-02,France,0,0,0,0,38.0,0,0.0,0.0,0.0,0.0,137170.7643,0.0
2013-02,Germany,0,0,0,0,30.0,0,0.0,0.0,0.0,0.0,62590.924600000006,0.0
2013-02,Northeast,0,0,0,0,8.0,0,0.0,0.0,0.0,0.0,377471.5013,0.0
2013-02,Northwest,0,0,0,0,40.0,0,0.0,0.0,0.0,0.0,291095.5501,0.0
2013-02,Southeast,0,0,0,0,13.0,0,0.0,0.0,0.0,0.0,196642.7644,0.0
2013-02,Southwest,0,0,0,0,34.0,1,0.0,0.0,0.0,0.0,483967.032,1105.4834
2013-02,United Kingdom,0,0,0,0,35.0,0,0.0,0.0,0.0,0.0,115825.5866,0.0
2013-03,Australia,0,0,0,0,115.0,0,0.0,0.0,0.0,0.0,238335.08130000002,0.0
2013-03,Canada,0,0,0,0,36.0,2,0.0,0.0,0.0,0.0,515224.6014,31644.0248
2013-03,Central,0,0,0,0,14.0,1,0.0,0.0,0.0,0.0,319759.7368,96.363
2013-03,France,0,0,0,0,41.0,0,0.0,0.0,0.0,0.0,276427.5385,0.0
2013-03,Germany,0,0,0,0,37.0,0,0.0,0.0,0.0,0.0,73427.2432,0.0
2013-03,Northeast,0,0,0,0,14.0,0,0.0,0.0,0.0,0.0,384092.3222,0.0
2013-03,Northwest,0,0,0,0,59.0,3,0.0,0.0,0.0,0.0,536946.7271,76616.1265
2013-03,Southeast,0,0,0,0,15.0,4,0.0,0.0,0.0,0.0,189824.1145,50290.6141
2013-03,Southwest,0,0,0,0,57.0,3,0.0,0.0,0.0,0.0,879920.9484999999,72649.8379
2013-03,United Kingdom,0,0,0,0,39.0,1,0.0,0.0,0.0,0.0,156140.3038,30210.3553
2013-04,Australia,0,0,0,0,111.0,1,0.0,0.0,0.0,0.0,225843.3773,865.204
2013-04,Canada,0,0,0,0,38.0,0,0.0,0.0,0.0,0.0,525728.9935,0.0
2013-04,Central,0,0,0,0,15.0,0,0.0,0.0,0.0,0.0,248029.4033,0.0
2013-04,France,0,0,0,0,36.0,0,0.0,0.0,0.0,0.0,154563.5524,0.0
2013-04,Germany,0,0,0,0,37.0,1,0.0,0.0,0.0,0.0,61233.9517,1105.4834
2013-04,Northeast,0,0,0,0,9.0,0,0.0,0.0,0.0,0.0,201615.3594,0.0
2013-04,Northwest,0,0,0,0,46.0,0,0.0,0.0,0.0,0.0,166660.6948,0.0
2013-04,Southeast,0,0,0,0,11.0,0,0.0,0.0,0.0,0.0,235435.8362,0.0
2013-04,Southwest,0,0,0,0,77.0,0,0.0,0.0,0.0,0.0,798483.3107,0.0
2013-04,United Kingdom,0,0,0,0,46.0,0,0.0,0.0,0.0,0.0,221146.0067,0.0
2013-05,Australia,0,0,0,0,118.0,1,0.0,0.0,0.0,0.0,278403.5771,2709.8357
2013-05,Canada,0,0,0,0,14.0,3,0.0,0.0,0.0,0.0,474470.35120000003,101896.595
2013-05,Central,0,0,0,0,7.0,0,0.0,0.0,0.0,0.0,244261.5401,0.0
2013-05,France,0,0,0,0,57.0,0,0.0,0.0,0.0,0.0,168549.7237,0.0
2013-05,Germany,0,0,0,0,46.0,1,0.0,0.0,0.0,0.0,285084.00909999997,81.507
2013-05,Northeast,0,0,0,0,7.0,0,0.0,0.0,0.0,0.0,215034.07,0.0
2013-05,Northwest,0,0,0,0,41.0,2,0.0,0.0,0.0,0.0,429854.1237,57574.168600000005
2013-05,Southeast,0,0,0,0,11.0,1,0.0,0.0,0.0,0.0,199799.0659,364.8172
2013-05,Southwest,0,0,0,0,76.0,3,0.0,0.0,0.0,0.0,775911.9015,184474.0353
2013-05,United Kingdom,0,0,0,0,40.0,0,0.0,0.0,0.0,0.0,239615.625,0.0
2013-06,Australia,0,0,0,0,146.0,0,0.0,0.0,0.0,0.0,425665.2739,0.0
2013-06,Canada,0,0,0,0,60.0,0,0.0,0.0,0.0,0.0,685595.7923999999,0.0
2013-06,Central,0,0,0,0,16.0,0,0.0,0.0,0.0,0.0,427596.4269,0.0
2013-06,France,0,0,0,0,75.0,1,0.0,0.0,0.0,0.0,905448.2392,606.6229
2013-06,Germany,0,0,0,0,76.0,0,0.0,0.0,0.0,0.0,408022.72380000004,0.0
2013-06,Northeast,0,0,0,0,17.0,0,0.0,0.0,0.0,0.0,323580.4705,0.0
2013-06,Northwest,0,0,0,0,86.0,0,0.0,0.0,0.0,0.0,925474.2621,0.0
2013-06,Southeast,0,0,0,0,21.0,0,0.0,0.0,0.0,0.0,310417.2471,0.0
2013-06,Southwest,0,0,0,0,130.0,1,0.0,0.0,0.0,0.0,926451.744,2868.5248
2013-06,United Kingdom,0,0,0,0,90.0,0,0.0,0.0,0.0,0.0,384537.9359,0.0
2013-07,Australia,0,0,0,0,315.0,1,0.0,0.0,0.0,0.0,513118.8311,38.675
2013-07,Canada,0,0,0,0,289.0,1,0.0,0.0,0.0,0.0,830014.3475,43.3713
2013-07,Central,0,0,0,0,13.0,0,0.0,0.0,0.0,0.0,392829.8676,0.0
2013-07,France,0,0,0,0,144.0,0,0.0,0.0,0.0,0.0,315764.7213,0.0
2013-07,Germany,0,0,0,0,151.0,0,0.0,0.0,0.0,0.0,253737.3584,0.0
2013-07,Northeast,0,0,0,0,11.0,0,0.0,0.0,0.0,0.0,309096.1495,0.0
2013-07,Northwest,0,0,0,0,263.0,1,0.0,0.0,0.0,0.0,794060.3208999999,104.3783
2013-07,Southeast,0,0,0,0,14.0,0,0.0,0.0,0.0,0.0,328279.6543,0.0
2013-07,Southwest,0,0,0,0,353.0,2,0.0,0.0,0.0,0.0,1087354.9184,1227.5998
2013-07,United Kingdom,0,0,0,0,182.0,0,0.0,0.0,0.0,0.0,696170.6511,0.0
2013-08,Australia,0,0,0,0,377.0,2,0.0,0.0,0.0,0.0,436093.9368,1310.2741
2013-08,Canada,0,0,0,0,244.0,1,0.0,0.0,0.0,0.0,521342.2757,3757.303
2013-08,Central,0,0,0,0,7.0,0,0.0,0.0,0.0,0.0,182924.001,0.0
2013-08,France,0,0,0,0,177.0,1,0.0,0.0,0.0,0.0,182135.3215,70.6869
2013-08,Germany,0,0,0,0,155.0,2,0.0,0.0,0.0,0.0,343861.2245,1312.9216000000001
2013-08,Northeast,0,0,0,0,7.0,0,0.0,0.0,0.0,0.0,212906.1634,0.0
2013-08,Northwest,0,0,0,0,252.0,3,0.0,0.0,0.0,0.0,464873.8762,4303.201900000001
2013-08,Southeast,0,0,0,0,12.0,0,0.0,0.0,0.0,0.0,181786.28459999998,0.0
2013-08,Southwest,0,0,0,0,345.0,4,0.0,0.0,0.0,0.0,775285.058,139165.1947
2013-08,United Kingdom,0,0,0,0,198.0,2,0.0,0.0,0.0,0.0,253929.723,28915.5563
2013-09,Australia,0,0,0,0,371.0,1,0.0,0.0,0.0,0.0,507677.2127,55.239
2013-09,Canada,0,0,0,0,248.0,1,0.0,0.0,0.0,0.0,537771.3419,2735.9248
2013-09,Central,0,0,0,0,16.0,0,0.0,0.0,0.0,0.0,365911.419,0.0
2013-09,France,0,0,0,0,135.0,0,0.0,0.0,0.0,0.0,802984.3449,0.0
2013-09,Germany,0,0,0,0,148.0,0,0.0,0.0,0.0,0.0,329338.7763,0.0
2013-09,Northeast,0,0,0,0,18.0,0,0.0,0.0,0.0,0.0,204013.4618,0.0
2013-09,Northwest,0,0,0,0,270.0,0,0.0,0.0,0.0,0.0,799611.4305,0.0
2013-09,Southeast,0,0,0,0,21.0,0,0.0,0.0,0.0,0.0,263184.3583,0.0
2013-09,Southwest,0,0,0,0,367.0,2,0.0,0.0,0.0,0.0,879295.5194999999,2699.5481999999997
2013-09,United Kingdom,0,0,0,0,192.0,1,0.0,0.0,0.0,0.0,388149.4215,77.339
2013-10,Australia,0,0,0,0,389.0,1,0.0,0.0,0.0,0.0,636178.9069,635.3529
2013-10,Canada,0,0,0,0,296.0,1,0.0,0.0,0.0,0.0,847120.6931,57071.7654
2013-10,Central,0,0,0,0,13.0,3,0.0,0.0,0.0,0.0,248777.3268,108737.71530000001
2013-10,France,0,0,0,0,156.0,3,0.0,0.0,0.0,0.0,271874.5908,30706.328
2013-10,Germany,0,0,0,0,142.0,2,0.0,0.0,0.0,0.0,308134.9024,1283.7448
2013-10,Northeast,0,0,0,0,9.0,3,0.0,0.0,0.0,0.0,234153.1611,15856.570099999999
2013-10,Northwest,0,0,0,0,310.0,4,0.0,0.0,0.0,0.0,660242.6893,98140.122
2013-10,Southeast,0,0,0,0,16.0,1,0.0,0.0,0.0,0.0,242786.5581,4874.6478
2013-10,Southwest,0,0,0,0,401.0,6,0.0,0.0,0.0,0.0,924424.6472,8824.681
2013-10,United Kingdom,0,0,0,0,212.0,0,0.0,0.0,0.0,0.0,674551.5388,0.0
2013-11,Australia,0,0,0,0,418.0,1,0.0,0.0,0.0,0.0,473672.2485,77.339
2013-11,Canada,0,0,1,0,270.0,1,0.0,0.0,62.9519,0.0,398543.2079,103.3065
2013-11,Central,0,0,0,0,9.0,0,0.0,0.0,0.0,0.0,128235.43089999999,0.0
2013-11,France,0,0,1,0,198.0,1,0.0,0.0,1407.5822,0.0,247631.7537,71.7919
2013-11,Germany,0,0,0,0,192.0,0,0.0,0.0,0.0,0.0,319691.3244,0.0
2013-11,Northeast,0,0,0,0,8.0,1,0.0,0.0,0.0,0.0,157675.5058,109.9144
2013-11,Northwest,0,0,2,0,334.0,1,0.0,0.0,2718.3442,0.0,602206.9905,2535.964
2013-11,Southeast,0,0,0,0,9.0,0,0.0,0.0,0.0,0.0,129411.7493,0.0
2013-11,Southwest,0,0,1,0,415.0,2,0.0,0.0,210.2484,0.0,897427.1412,2769.5279
2013-11,United Kingdom,0,0,1,0,236.0,1,0.0,0.0,612.1369,0.0,326941.0234,2552.5169
2013-12,Australia,0,0,2,0,430.0,3,0.0,0.0,2766.7985,0.0,512620.4476,4113.4619999999995
2013-12,Canada,0,0,0,0,322.0,0,0.0,0.0,0.0,0.0,488620.10130000004,0.0
2013-12,Central,0,0,0,0,15.0,0,0.0,0.0,0.0,0.0,286428.1702,0.0
2013-12,France,0,0,0,0,174.0,0,0.0,0.0,0.0,0.0,654501.9506,0.0
2013-12,Germany,0,0,1,0,179.0,0,0.0,0.0,5.514,0.0,343715.8068,0.0
2013-12,Northeast,0,0,0,0,17.0,0,0.0,0.0,0.0,0.0,158353.9397,0.0
2013-12,Northwest,0,0,1,0,299.0,1,0.0,0.0,30.1444,0.0,713905.7632,79.5269
2013-12,Southeast,0,0,0,0,21.0,0,0.0,0.0,0.0,0.0,215215.6316,0.0
2013-12,Southwest,0,0,2,0,373.0,2,0.0,0.0,2623.7563,0.0,833113.6456,2804.3795
2013-12,United Kingdom,0,0,1,0,207.0,0,0.0,0.0,650.8008,0.0,341027.2568,0.0
2014-01,Australia,0,0,1,0,471.0,2,0.0,0.0,70.6869,0.0,704138.0538,2307.7263000000003
2014-01,Canada,0,0,1,0,271.0,0,0.0,0.0,142.5119,0.0,627011.3253,0.0
2014-01,Central,0,0,0,0,15.0,0,0.0,0.0,0.0,0.0,288678.4017,0.0
2014-01,France,0,0,0,0,197.0,0,0.0,0.0,0.0,0.0,282619.872,0.0
2014-01,Germany,0,0,1,0,179.0,1,0.0,0.0,2612.1869,0.0,315039.9711,44.1779
2014-01,Northeast,0,0,0,0,13.0,0,0.0,0.0,0.0,0.0,219305.9481,0.0
2014-01,Northwest,0,0,1,0,302.0,1,0.0,0.0,2696.189,0.0,673482.7583,2688.5092
2014-01,Southeast,0,0,0,0,16.0,0,0.0,0.0,0.0,0.0,221293.923,0.0
2014-01,Southwest,0,0,1,0,436.0,2,0.0,0.0,2644.3313,0.0,870865.6234,70.6869
2014-01,United Kingdom,0,0,2,0,228.0,0,0.0,0.0,1378.9958,0.0,580935.9921,0.0
2014-02,Australia,0,0,1,0,384.0,1,0.0,0.0,2648.6408,0.0,387234.53119999997,2580.1529
2014-02,Canada,0,0,0,0,220.0,1,0.0,0.0,0.0,0.0,85595.8141,38.664
2014-02,France,0,0,2,0,162.0,0,0.0,0.0,2852.3365999999996,0.0,126189.8656,0.0
2014-02,Germany,0,0,2,0,155.0,1,0.0,0.0,3227.6277,0.0,171170.6983,38.0894
2014-02,Northwest,0,0,2,0,273.0,1,0.0,0.0,910.2438000000001,0.0,186233.6345,16.5529
2014-02,Southwest,0,0,1,0,355.0,1,0.0,0.0,71.7919,0.0,313695.0885,1467.7936
2014-02,United Kingdom,0,0,0,0,193.0,1,0.0,0.0,0.0,0.0,191621.8554,2619.9108
2014-03,Australia,0,0,2,0,480.0,2,0.0,0.0,2799.1971000000003,0.0,709195.0927,2777.1192
2014-03,Canada,0,0,1,0,313.0,0,0.0,0.0,219.884,0.0,999837.9909,0.0
2014-03,Central,0,0,0,0,23.0,0,0.0,0.0,0.0,0.0,452475.1385,0.0
2014-03,France,0,0,0,0,218.0,2,0.0,0.0,0.0,0.0,933717.8416,1313.5578
2014-03,Germany,0,0,0,0,224.0,1,0.0,0.0,0.0,0.0,624732.1823,5.514
2014-03,Northeast,0,0,0,0,26.0,0,0.0,0.0,0.0,0.0,383580.5953,0.0
2014-03,Northwest,0,0,1,0,346.0,2,0.0,0.0,627.3748,0.0,1304693.5863,1004.9644000000001
2014-03,Southeast,0,0,0,0,34.0,0,0.0,0.0,0.0,0.0,458278.4446,0.0
2014-03,Southwest,0,0,3,0,472.0,1,0.0,0.0,2603.3249,0.0,1663692.8978,27.614
2014-03,United Kingdom,0,0,0,0,248.0,0,0.0,0.0,0.0,0.0,555453.9935,0.0
2014-04,Australia,1,1,1,0,445.0,2,1297.8004,9.934,2624.3529,0.0,449920.838,2640.9058
2014-04,Canada,1,0,1,0,260.0,0,2618.8169,0.0,1934.8329,0.0,145923.3895,0.0
2014-04,Central,0,0,0,0,2.0,0,0.0,0.0,0.0,0.0,132.5337,0.0
2014-04,France,1,0,1,0,175.0,1,23.7465,0.0,2587.8769,0.0,162613.4063,635.3529
2014-04,Germany,1,1,1,0,205.0,1,2778.9977,1265.7554,55.2169,0.0,215642.5343,32.5754
2014-04,Northeast,0,0,0,0,2.0,0,0.0,0.0,0.0,0.0,2660.0002999999997,0.0
2014-04,Northwest,1,3,1,0,324.0,0,16.5529,175.0541,71.2394,0.0,298494.1225,0.0
2014-04,Southeast,0,0,0,0,2.0,0,0.0,0.0,0.0,0.0,2696.1006,0.0
2014-04,Southwest,1,2,1,0,452.0,3,1265.7554,2665.5253,2621.0158,0.0,451638.859,2714.1342
2014-04,United Kingdom,0,1,0,0,221.0,0,0.0,5.514,0.0,0.0,228123.4097,0.0
2014-05,Australia,2,1,2,3,503.0,0,3027.3907,136.9648,2669.6137,1318.7622999999999,783697.2608,0.0
2014-05,Canada,1,2,2,0,304.0,0,77.339,23.4923,673.9395000000001,0.0,806032.9759,0.0
2014-05,Central,0,0,0,0,14.0,0,0.0,0.0,0.0,0.0,336163.1457,0.0
2014-05,France,1,1,0,0,209.0,0,26.2769,2709.8357,0.0,0.0,350022.9527,0.0
2014-05,Germany,0,1,2,0,213.0,0,0.0,1909.7384,1965.7398,0.0,385379.077,0.0
2014-05,Northeast,0,0,0,0,12.0,0,0.0,0.0,0.0,0.0,271184.062,0.0
2014-05,Northwest,0,0,1,2,374.0,0,0.0,0.0,30.1444,1276.7944,872319.5103,0.0
2014-05,Southeast,0,0,0,0,14.0,0,0.0,0.0,0.0,0.0,303545.8169,0.0
2014-05,Southwest,2,2,0,2,466.0,0,710.4598,5320.5971,0.0,2648.6077,1102951.2844,0.0
2014-05,United Kingdom,1,1,0,2,271.0,0,635.3529,15.4479,0.0,1328.6961999999999,768381.9318,0.0
2014-06,Australia,0,0,1,0,167.0,0,0.0,0.0,87.2729,0.0,9871.5447,0.0
2014-06,Canada,0,1,1,1,193.0,0,0.0,11.039,55.2169,40.8408,11364.5212,0.0
2014-06,France,0,0,0,1,68.0,0,0.0,0.0,0.0,32.5754,3628.302,0.0
2014-06,Germany,0,0,1,0,68.0,0,0.0,0.0,5.514,0.0,3812.9259,0.0
2014-06,Northwest,1,0,0,0,171.0,0,66.2779,0.0,0.0,0.0,10599.3084,0.0
2014-06,Southeast,0,0,0,0,3.0,0,0.0,0.0,0.0,0.0,125.9258,0.0
2014-06,Southwest,1,1,0,1,177.0,0,34.5534,41.9569,0.0,43.0729,9722.8334,0.0
2014-06,United Kingdom,0,1,0,0,81.0,0,0.0,68.4658,0.0,0.0,4539.3312,0.0
